Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[individual]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[disease]	Characteristics[organism part]	Characteristics[sampling site]	Characteristics[FACS sorting]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[BAM_URI]	Comment[read1 file]	Comment[FASTQ_URI]	Comment[read2 file]	Comment[FASTQ_URI]	Comment[index file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[disease]	Factor Value[sampling site]	Factor Value[FACS sorting]
4820STDY7389001	ERS3579588	SAMEA5776051	Homo sapiens	s2	adult	female	normal	skin of body	dermis	endothelium	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	4820STDY7389001	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	messenger RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	4820STDY7389001	sequencing assay	ERX3458572	4820STDY7389001.bam	4820STDY7389001.bam	ERR3436549	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3436549/4820STDY7389001.bam	4820STDY7389001_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389001_S1_L001_R1_001.fastq.gz	4820STDY7389001_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389001_S1_L001_R2_001.fastq.gz	4820STDY7389001_S1_L001_I1_001.fastq.gz	P-MTAB-87570	arrayexpress_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/E-MTAB-8142.processed.1.zip	normal	dermis	endothelium
4820STDY7389002	ERS3579589	SAMEA5776052	Homo sapiens	s2	adult	female	normal	skin of body	dermis	dermal myeloid	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	4820STDY7389002	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	messenger RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	4820STDY7389002	sequencing assay	ERX3458573	4820STDY7389002.bam	4820STDY7389002.bam	ERR3436550	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3436550/4820STDY7389002.bam	4820STDY7389002_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389002_S1_L001_R1_001.fastq.gz	4820STDY7389002_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389002_S1_L001_R2_001.fastq.gz	4820STDY7389002_S1_L001_I1_001.fastq.gz	P-MTAB-87570	arrayexpress_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/E-MTAB-8142.processed.1.zip	normal	dermis	dermal myeloid
4820STDY7389003	ERS3579590	SAMEA5776053	Homo sapiens	s2	adult	female	normal	skin of body	epidermis	epidermal myeloid	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	4820STDY7389003	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	messenger RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	4820STDY7389003	sequencing assay	ERX3458574	4820STDY7389003.bam	4820STDY7389003.bam	ERR3436551	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3436551/4820STDY7389003.bam	4820STDY7389003_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389003_S1_L001_R1_001.fastq.gz	4820STDY7389003_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389003_S1_L001_R2_001.fastq.gz	4820STDY7389003_S1_L001_I1_001.fastq.gz	P-MTAB-87570	arrayexpress_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/E-MTAB-8142.processed.1.zip	normal	epidermis	epidermal myeloid
4820STDY7389004	ERS3579591	SAMEA5776054	Homo sapiens	s2	adult	female	normal	skin of body	epidermis	keratinocytes CD49f-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	4820STDY7389004	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	messenger RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	4820STDY7389004	sequencing assay	ERX3458575	4820STDY7389004.bam	4820STDY7389004.bam	ERR3436552	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3436552/4820STDY7389004.bam	4820STDY7389004_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389004_S1_L001_R1_001.fastq.gz	4820STDY7389004_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389004_S1_L001_R2_001.fastq.gz	4820STDY7389004_S1_L001_I1_001.fastq.gz	P-MTAB-87570	arrayexpress_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/E-MTAB-8142.processed.1.zip	normal	epidermis	keratinocytes CD49f-
4820STDY7389005	ERS3579592	SAMEA5776055	Homo sapiens	s2	adult	female	normal	skin of body	epidermis	keratinocytes CD49f+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	4820STDY7389005	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	messenger RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	4820STDY7389005	sequencing assay	ERX3458576	4820STDY7389005.bam	4820STDY7389005.bam	ERR3436553	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3436553/4820STDY7389005.bam	4820STDY7389005_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389005_S1_L001_R1_001.fastq.gz	4820STDY7389005_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389005_S1_L001_R2_001.fastq.gz	4820STDY7389005_S1_L001_I1_001.fastq.gz	P-MTAB-87570	arrayexpress_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/E-MTAB-8142.processed.1.zip	normal	epidermis	keratinocytes CD49f+
4820STDY7389006	ERS3579593	SAMEA5776056	Homo sapiens	s2	adult	female	normal	skin of body	epidermis	epidermal lymphoid	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	4820STDY7389006	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	messenger RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	4820STDY7389006	sequencing assay	ERX3458577	4820STDY7389006.bam	4820STDY7389006.bam	ERR3436554	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3436554/4820STDY7389006.bam	4820STDY7389006_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389006_S1_L001_R1_001.fastq.gz	4820STDY7389006_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389006_S1_L001_R2_001.fastq.gz	4820STDY7389006_S1_L001_I1_001.fastq.gz	P-MTAB-87570	arrayexpress_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/E-MTAB-8142.processed.1.zip	normal	epidermis	epidermal lymphoid
4820STDY7389007	ERS3579594	SAMEA5776057	Homo sapiens	s3	adult	female	normal	skin of body	dermis	fibroblasts	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	4820STDY7389007	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	messenger RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	4820STDY7389007	sequencing assay	ERX3458578	4820STDY7389007.bam	4820STDY7389007.bam	ERR3436555	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3436555/4820STDY7389007.bam	4820STDY7389007_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389007_S1_L001_R1_001.fastq.gz	4820STDY7389007_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389007_S1_L001_R2_001.fastq.gz	4820STDY7389007_S1_L001_I1_001.fastq.gz	P-MTAB-87570	arrayexpress_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/E-MTAB-8142.processed.1.zip	normal	dermis	fibroblasts
4820STDY7389008	ERS3579595	SAMEA5776058	Homo sapiens	s3	adult	female	normal	skin of body	dermis	dermal lymphoid	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	4820STDY7389008	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	messenger RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	4820STDY7389008	sequencing assay	ERX3458579	4820STDY7389008.bam	4820STDY7389008.bam	ERR3436556	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3436556/4820STDY7389008.bam	4820STDY7389008_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389008_S1_L001_R1_001.fastq.gz	4820STDY7389008_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389008_S1_L001_R2_001.fastq.gz	4820STDY7389008_S1_L001_I1_001.fastq.gz	P-MTAB-87570	arrayexpress_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/E-MTAB-8142.processed.1.zip	normal	dermis	dermal lymphoid
4820STDY7389009	ERS3579596	SAMEA5776059	Homo sapiens	s3	adult	female	normal	skin of body	dermis	endothelium	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	4820STDY7389009	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	messenger RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	4820STDY7389009	sequencing assay	ERX3458580	4820STDY7389009.bam	4820STDY7389009.bam	ERR3436557	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3436557/4820STDY7389009.bam	4820STDY7389009_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389009_S1_L001_R1_001.fastq.gz	4820STDY7389009_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389009_S1_L001_R2_001.fastq.gz	4820STDY7389009_S1_L001_I1_001.fastq.gz	P-MTAB-87570	arrayexpress_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/E-MTAB-8142.processed.1.zip	normal	dermis	endothelium
4820STDY7389010	ERS3579597	SAMEA5776060	Homo sapiens	s3	adult	female	normal	skin of body	dermis	dermal myeloid	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	4820STDY7389010	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	messenger RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	4820STDY7389010	sequencing assay	ERX3458581	4820STDY7389010.bam	4820STDY7389010.bam	ERR3436558	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3436558/4820STDY7389010.bam	4820STDY7389010_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389010_S1_L001_R1_001.fastq.gz	4820STDY7389010_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389010_S1_L001_R2_001.fastq.gz	4820STDY7389010_S1_L001_I1_001.fastq.gz	P-MTAB-87570	arrayexpress_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/E-MTAB-8142.processed.1.zip	normal	dermis	dermal myeloid
4820STDY7389011	ERS3579598	SAMEA5776061	Homo sapiens	s3	adult	female	normal	skin of body	epidermis	epidermal myeloid	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	4820STDY7389011	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	messenger RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	4820STDY7389011	sequencing assay	ERX3458582	4820STDY7389011.bam	4820STDY7389011.bam	ERR3436559	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3436559/4820STDY7389011.bam	4820STDY7389011_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389011_S1_L001_R1_001.fastq.gz	4820STDY7389011_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389011_S1_L001_R2_001.fastq.gz	4820STDY7389011_S1_L001_I1_001.fastq.gz	P-MTAB-87570	arrayexpress_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/E-MTAB-8142.processed.1.zip	normal	epidermis	epidermal myeloid
4820STDY7389012	ERS3579599	SAMEA5776062	Homo sapiens	s3	adult	female	normal	skin of body	epidermis	keratinocytes CD49f-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	4820STDY7389012	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	messenger RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	4820STDY7389012	sequencing assay	ERX3458583	4820STDY7389012.bam	4820STDY7389012.bam	ERR3436560	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3436560/4820STDY7389012.bam	4820STDY7389012_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389012_S1_L001_R1_001.fastq.gz	4820STDY7389012_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389012_S1_L001_R2_001.fastq.gz	4820STDY7389012_S1_L001_I1_001.fastq.gz	P-MTAB-87570	arrayexpress_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/E-MTAB-8142.processed.1.zip	normal	epidermis	keratinocytes CD49f-
4820STDY7389013	ERS3579600	SAMEA5776063	Homo sapiens	s3	adult	female	normal	skin of body	epidermis	keratinocytes CD49f+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	4820STDY7389013	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	messenger RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	4820STDY7389013	sequencing assay	ERX3458584	4820STDY7389013.bam	4820STDY7389013.bam	ERR3436561	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3436561/4820STDY7389013.bam	4820STDY7389013_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389013_S1_L001_R1_001.fastq.gz	4820STDY7389013_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389013_S1_L001_R2_001.fastq.gz	4820STDY7389013_S1_L001_I1_001.fastq.gz	P-MTAB-87570	arrayexpress_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/E-MTAB-8142.processed.1.zip	normal	epidermis	keratinocytes CD49f+
4820STDY7389014	ERS3579601	SAMEA5776064	Homo sapiens	s3	adult	female	normal	skin of body	epidermis	epidermal lymphoid	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	4820STDY7389014	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	messenger RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	4820STDY7389014	sequencing assay	ERX3458585	4820STDY7389014.bam	4820STDY7389014.bam	ERR3436562	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3436562/4820STDY7389014.bam	4820STDY7389014_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389014_S1_L001_R1_001.fastq.gz	4820STDY7389014_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/4820STDY7389014_S1_L001_R2_001.fastq.gz	4820STDY7389014_S1_L001_I1_001.fastq.gz	P-MTAB-87570	arrayexpress_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/E-MTAB-8142.processed.1.zip	normal	epidermis	epidermal lymphoid
SKN8090524	ERS5690532	SAMEA8003283	Homo sapiens	E2	adult	female	atopic eczema	skin of body	epidermis	live single spike	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090524	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090524	sequencing assay	ERX5053651	SKN8090524.bam	SKN8090524.bam	ERR5263315	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263315/SKN8090524.bam	SKN8090524_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090524_S1_L001_R1_001.fastq.gz	SKN8090524_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090524_S1_L001_R2_001.fastq.gz	SKN8090524_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	epidermis	live single spike
SKN8090525	ERS5690533	SAMEA8003284	Homo sapiens	E2	adult	female	atopic eczema	skin of body	epidermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090525	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090525	sequencing assay	ERX5053652	SKN8090525.bam	SKN8090525.bam	ERR5263316	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263316/SKN8090525.bam	SKN8090525_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090525_S1_L001_R1_001.fastq.gz	SKN8090525_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090525_S1_L001_R2_001.fastq.gz	SKN8090525_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	epidermis	CD45-
SKN8090526	ERS5690534	SAMEA8003285	Homo sapiens	E2	adult	female	atopic eczema	skin of body	dermis	live single spike	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090526	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090526	sequencing assay	ERX5053653	SKN8090526.bam	SKN8090526.bam	ERR5263317	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263317/SKN8090526.bam	SKN8090526_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090526_S1_L001_R1_001.fastq.gz	SKN8090526_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090526_S1_L001_R2_001.fastq.gz	SKN8090526_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	dermis	live single spike
SKN8090527	ERS5690535	SAMEA8003286	Homo sapiens	E2	adult	female	atopic eczema	skin of body	dermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090527	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090527	sequencing assay	ERX5053654	SKN8090527.bam	SKN8090527.bam	ERR5263318	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263318/SKN8090527.bam	SKN8090527_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090527_S1_L001_R1_001.fastq.gz	SKN8090527_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090527_S1_L001_R2_001.fastq.gz	SKN8090527_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	dermis	CD45-
